feature
w0.75s_mag_jerk_mag_min
w0.75s_mag_jerk_mag_max
w0.75s_mag_jerk_mag_range
w0.75s_mag_jerk_mag_rms
w0.75s_mag_jerk_mag_median
w0.75s_mag_jerk_mag_mean_abs
w0.75s_mag_jerk_mag_delta
w0.75s_mag_jerk_mag_diff_std
w0.75s_acc_dynamic_mag_mean
w0.75s_acc_dynamic_mag_std
w0.75s_acc_dynamic_mag_min
w0.75s_acc_dynamic_mag_max
w0.75s_acc_dynamic_mag_range
w0.75s_acc_dynamic_mag_rms
w0.75s_acc_dynamic_mag_median
w0.75s_acc_dynamic_mag_mean_abs
w0.75s_acc_dynamic_mag_delta
w0.75s_acc_dynamic_mag_diff_std
w0.75s_gravity_unit_x
w0.75s_gravity_unit_y
w0.75s_gravity_unit_z
w0.75s_gravity_norm
w0.75s_window_duration
w0.75s_sample_count
w2s_ax_mean
w2s_ax_std
w2s_ax_min
w2s_ax_max
w2s_ax_range
w2s_ax_rms
w2s_ax_median
w2s_ax_mean_abs
w2s_ax_delta
w2s_ax_diff_std
w2s_ay_mean
w2s_ay_std
w2s_ay_min
w2s_ay_max
w2s_ay_range
w2s_ay_rms
w2s_ay_median
w2s_ay_mean_abs
w2s_ay_delta
w2s_ay_diff_std
w2s_az_mean
w2s_az_std
w2s_az_min
w2s_az_max
w2s_az_range
w2s_az_rms
w2s_az_median
w2s_az_mean_abs
w2s_az_delta
w2s_az_diff_std
w2s_gx_mean
w2s_gx_std
w2s_gx_min
w2s_gx_max
w2s_gx_range
w2s_gx_rms
w2s_gx_median
w2s_gx_mean_abs
w2s_gx_delta
w2s_gx_diff_std
w2s_gy_mean
w2s_gy_std
w2s_gy_min
w2s_gy_max
w2s_gy_range
w2s_gy_rms
w2s_gy_median
w2s_gy_mean_abs
w2s_gy_delta
w2s_gy_diff_std
w2s_gz_mean
w2s_gz_std
w2s_gz_min
w2s_gz_max
w2s_gz_range
w2s_gz_rms
w2s_gz_median
w2s_gz_mean_abs
w2s_gz_delta
w2s_gz_diff_std
w2s_mx_mean
w2s_mx_std
w2s_mx_min
w2s_mx_max
w2s_mx_range
w2s_mx_rms
w2s_mx_median
w2s_mx_mean_abs
w2s_mx_delta
w2s_mx_diff_std
w2s_my_mean
w2s_my_std
w2s_my_min
w2s_my_max
w2s_my_range
w2s_my_rms
w2s_my_median
w2s_my_mean_abs
w2s_my_delta
w2s_my_diff_std
w2s_mz_mean
w2s_mz_std
w2s_mz_min
w2s_mz_max
w2s_mz_range
w2s_mz_rms
w2s_mz_median
w2s_mz_mean_abs
w2s_mz_delta
w2s_mz_diff_std
w2s_acc_mag_mean
w2s_acc_mag_std
w2s_acc_mag_min
w2s_acc_mag_max
w2s_acc_mag_range
w2s_acc_mag_rms
w2s_acc_mag_median
w2s_acc_mag_mean_abs
w2s_acc_mag_delta
w2s_acc_mag_diff_std
w2s_acc_mag_rms_first
w2s_acc_mag_rms_second
w2s_acc_mag_rms_ratio
w2s_gyro_mag_mean
w2s_gyro_mag_std
w2s_gyro_mag_min
w2s_gyro_mag_max
w2s_gyro_mag_range
w2s_gyro_mag_rms
w2s_gyro_mag_median
w2s_gyro_mag_mean_abs
w2s_gyro_mag_delta
w2s_gyro_mag_diff_std
w2s_gyro_mag_rms_first
w2s_gyro_mag_rms_second
w2s_gyro_mag_rms_ratio
w2s_mag_mag_mean
w2s_mag_mag_std
w2s_mag_mag_min
w2s_mag_mag_max
w2s_mag_mag_range
w2s_mag_mag_rms
w2s_mag_mag_median
w2s_mag_mag_mean_abs
w2s_mag_mag_delta
w2s_mag_mag_diff_std
w2s_mag_mag_rms_first
w2s_mag_mag_rms_second
w2s_mag_mag_rms_ratio
w2s_acc_corr_xy
w2s_acc_corr_xz
w2s_acc_corr_yz
w2s_gyro_corr_xy
w2s_gyro_corr_xz
w2s_gyro_corr_yz
w2s_mag_corr_xy
w2s_mag_corr_xz
w2s_mag_corr_yz
w2s_acc_jerk_mag_mean
w2s_acc_jerk_mag_std
w2s_acc_jerk_mag_min
w2s_acc_jerk_mag_max
w2s_acc_jerk_mag_range
w2s_acc_jerk_mag_rms
w2s_acc_jerk_mag_median
w2s_acc_jerk_mag_mean_abs
w2s_acc_jerk_mag_delta
w2s_acc_jerk_mag_diff_std
w2s_gyro_jerk_mag_mean
w2s_gyro_jerk_mag_std
w2s_gyro_jerk_mag_min
w2s_gyro_jerk_mag_max
w2s_gyro_jerk_mag_range
w2s_gyro_jerk_mag_rms
w2s_gyro_jerk_mag_median
w2s_gyro_jerk_mag_mean_abs
w2s_gyro_jerk_mag_delta
w2s_gyro_jerk_mag_diff_std
w2s_mag_jerk_mag_mean
w2s_mag_jerk_mag_std
w2s_mag_jerk_mag_min
w2s_mag_jerk_mag_max
w2s_mag_jerk_mag_range
w2s_mag_jerk_mag_rms
w2s_mag_jerk_mag_median
w2s_mag_jerk_mag_mean_abs
w2s_mag_jerk_mag_delta
w2s_mag_jerk_mag_diff_std
w2s_acc_dynamic_mag_mean
w2s_acc_dynamic_mag_std
w2s_acc_dynamic_mag_min
w2s_acc_dynamic_mag_max
w2s_acc_dynamic_mag_range
w2s_acc_dynamic_mag_rms
w2s_acc_dynamic_mag_median
w2s_acc_dynamic_mag_mean_abs
w2s_acc_dynamic_mag_delta
w2s_acc_dynamic_mag_diff_std
w2s_gravity_unit_x
w2s_gravity_unit_y
w2s_gravity_unit_z
w2s_gravity_norm
w2s_window_duration
w2s_sample_count
w4s_ax_mean
w4s_ax_std
w4s_ax_min
w4s_ax_max
w4s_ax_range
w4s_ax_rms
w4s_ax_median
w4s_ax_mean_abs
w4s_ax_delta
w4s_ax_diff_std
w4s_ay_mean
w4s_ay_std
w4s_ay_min
w4s_ay_max
w4s_ay_range
w4s_ay_rms
w4s_ay_median
w4s_ay_mean_abs
w4s_ay_delta
w4s_ay_diff_std
w4s_az_mean
w4s_az_std
w4s_az_min
w4s_az_max
w4s_az_range
w4s_az_rms
w4s_az_median
w4s_az_mean_abs
w4s_az_delta
w4s_az_diff_std
w4s_gx_mean
w4s_gx_std
w4s_gx_min
w4s_gx_max
w4s_gx_range
w4s_gx_rms
w4s_gx_median
w4s_gx_mean_abs
w4s_gx_delta
w4s_gx_diff_std
w4s_gy_mean
w4s_gy_std
w4s_gy_min
w4s_gy_max
w4s_gy_range
w4s_gy_rms
w4s_gy_median
w4s_gy_mean_abs
w4s_gy_delta
w4s_gy_diff_std
w4s_gz_mean
w4s_gz_std
w4s_gz_min
w4s_gz_max
w4s_gz_range
w4s_gz_rms
w4s_gz_median
w4s_gz_mean_abs
w4s_gz_delta
w4s_gz_diff_std
w4s_mx_mean
w4s_mx_std
w4s_mx_min
w4s_mx_max
w4s_mx_range
w4s_mx_rms
w4s_mx_median
w4s_mx_mean_abs
w4s_mx_delta
w4s_mx_diff_std
w4s_my_mean
w4s_my_std
w4s_my_min
w4s_my_max
w4s_my_range
w4s_my_rms
w4s_my_median
w4s_my_mean_abs
w4s_my_delta
w4s_my_diff_std
w4s_mz_mean
w4s_mz_std
w4s_mz_min
w4s_mz_max
w4s_mz_range
w4s_mz_rms
w4s_mz_median
w4s_mz_mean_abs
w4s_mz_delta
w4s_mz_diff_std
w4s_acc_mag_mean
w4s_acc_mag_std
w4s_acc_mag_min
w4s_acc_mag_max
w4s_acc_mag_range
w4s_acc_mag_rms
w4s_acc_mag_median
w4s_acc_mag_mean_abs
w4s_acc_mag_delta
w4s_acc_mag_diff_std
w4s_acc_mag_rms_first
w4s_acc_mag_rms_second
w4s_acc_mag_rms_ratio
w4s_gyro_mag_mean
w4s_gyro_mag_std
w4s_gyro_mag_min
w4s_gyro_mag_max
w4s_gyro_mag_range
w4s_gyro_mag_rms
w4s_gyro_mag_median
w4s_gyro_mag_mean_abs
w4s_gyro_mag_delta
w4s_gyro_mag_diff_std
w4s_gyro_mag_rms_first
w4s_gyro_mag_rms_second
w4s_gyro_mag_rms_ratio
w4s_mag_mag_mean
w4s_mag_mag_std
w4s_mag_mag_min
w4s_mag_mag_max
w4s_mag_mag_range
w4s_mag_mag_rms
w4s_mag_mag_median
w4s_mag_mag_mean_abs
w4s_mag_mag_delta
w4s_mag_mag_diff_std
w4s_mag_mag_rms_first
w4s_mag_mag_rms_second
w4s_mag_mag_rms_ratio
w4s_acc_corr_xy
w4s_acc_corr_xz
w4s_acc_corr_yz
w4s_gyro_corr_xy
w4s_gyro_corr_xz
w4s_gyro_corr_yz
w4s_mag_corr_xy
w4s_mag_corr_xz
w4s_mag_corr_yz
w4s_acc_jerk_mag_mean
w4s_acc_jerk_mag_std
w4s_acc_jerk_mag_min
w4s_acc_jerk_mag_max
w4s_acc_jerk_mag_range
w4s_acc_jerk_mag_rms
w4s_acc_jerk_mag_median
w4s_acc_jerk_mag_mean_abs
w4s_acc_jerk_mag_delta
w4s_acc_jerk_mag_diff_std
w4s_gyro_jerk_mag_mean
w4s_gyro_jerk_mag_std
w4s_gyro_jerk_mag_min
w4s_gyro_jerk_mag_max
w4s_gyro_jerk_mag_range
w4s_gyro_jerk_mag_rms
w4s_gyro_jerk_mag_median
w4s_gyro_jerk_mag_mean_abs
w4s_gyro_jerk_mag_delta
w4s_gyro_jerk_mag_diff_std
w4s_mag_jerk_mag_mean
w4s_mag_jerk_mag_std
w4s_mag_jerk_mag_min
w4s_mag_jerk_mag_max
w4s_mag_jerk_mag_range
w4s_mag_jerk_mag_rms
w4s_mag_jerk_mag_median
w4s_mag_jerk_mag_mean_abs
w4s_mag_jerk_mag_delta
w4s_mag_jerk_mag_diff_std
w4s_acc_dynamic_mag_mean
w4s_acc_dynamic_mag_std
w4s_acc_dynamic_mag_min
w4s_acc_dynamic_mag_max
w4s_acc_dynamic_mag_range
w4s_acc_dynamic_mag_rms
w4s_acc_dynamic_mag_median
w4s_acc_dynamic_mag_mean_abs
w4s_acc_dynamic_mag_delta
w4s_acc_dynamic_mag_diff_std
w4s_gravity_unit_x
w4s_gravity_unit_y
w4s_gravity_unit_z
w4s_gravity_norm
w4s_window_duration
w4s_sample_count
w0.75s_pitch_mean
w0.75s_pitch_std
w0.75s_pitch_min
w0.75s_pitch_max
w0.75s_pitch_range
w0.75s_pitch_rms
w0.75s_pitch_median
w0.75s_pitch_mean_abs
w0.75s_pitch_delta
w0.75s_pitch_diff_std
w0.75s_roll_mean
w0.75s_roll_std
w0.75s_roll_min
w0.75s_roll_max
w0.75s_roll_range
w0.75s_roll_rms
w0.75s_roll_median
w0.75s_roll_mean_abs
w0.75s_roll_delta
w0.75s_roll_diff_std
w0.75s_inclination_mean
w0.75s_inclination_std
w0.75s_inclination_min
w0.75s_inclination_max
w0.75s_inclination_range
w0.75s_inclination_rms
w0.75s_inclination_median
w0.75s_inclination_mean_abs
w0.75s_inclination_delta
w0.75s_inclination_diff_std
w0.75s_gravity_norm_mean
w0.75s_gravity_norm_std
w0.75s_gravity_norm_min
w0.75s_gravity_norm_max
w0.75s_gravity_norm_range
w0.75s_gravity_norm_rms
w0.75s_gravity_norm_median
w0.75s_gravity_norm_mean_abs
w0.75s_gravity_norm_delta
w0.75s_gravity_norm_diff_std
w0.75s_gravity_unit_x_mean
w0.75s_gravity_unit_x_std
w0.75s_gravity_unit_y_mean
w0.75s_gravity_unit_y_std
w0.75s_gravity_unit_z_mean
w0.75s_gravity_unit_z_std
w0.75s_gravity_angle_mean
w0.75s_gravity_angle_std
w0.75s_gravity_angle_max
w0.75s_pitch_delta
w0.75s_roll_delta
w0.75s_inclination_delta
w0.75s_acc_vertical_mean
w0.75s_acc_vertical_std
w0.75s_acc_vertical_min
w0.75s_acc_vertical_max
w0.75s_acc_vertical_range
w0.75s_acc_vertical_rms
w0.75s_acc_vertical_median
w0.75s_acc_vertical_mean_abs
w0.75s_acc_vertical_delta
w0.75s_acc_vertical_diff_std
w0.75s_acc_horizontal_mean
w0.75s_acc_horizontal_std
w0.75s_acc_horizontal_min
w0.75s_acc_horizontal_max
w0.75s_acc_horizontal_range
w0.75s_acc_horizontal_rms
w0.75s_acc_horizontal_median
w0.75s_acc_horizontal_mean_abs
w0.75s_acc_horizontal_delta
w0.75s_acc_horizontal_diff_std
w0.75s_acc_vertical_horizontal_rms_ratio
w0.75s_gyro_vertical_mean
w0.75s_gyro_vertical_std
w0.75s_gyro_vertical_min
w0.75s_gyro_vertical_max
w0.75s_gyro_vertical_range
w0.75s_gyro_vertical_rms
w0.75s_gyro_vertical_median
w0.75s_gyro_vertical_mean_abs
w0.75s_gyro_vertical_delta
w0.75s_gyro_vertical_diff_std
w0.75s_gyro_horizontal_mean
w0.75s_gyro_horizontal_std
w0.75s_gyro_horizontal_min
w0.75s_gyro_horizontal_max
w0.75s_gyro_horizontal_range
w0.75s_gyro_horizontal_rms
w0.75s_gyro_horizontal_median
w0.75s_gyro_horizontal_mean_abs
w0.75s_gyro_horizontal_delta
w0.75s_gyro_horizontal_diff_std
w0.75s_gyro_vertical_horizontal_rms_ratio
w0.75s_mag_vertical_mean
w0.75s_mag_vertical_std
w0.75s_mag_vertical_min
w0.75s_mag_vertical_max
w0.75s_mag_vertical_range
w0.75s_mag_vertical_rms
w0.75s_mag_vertical_median
w0.75s_mag_vertical_mean_abs
w0.75s_mag_vertical_delta
w0.75s_mag_vertical_diff_std
w0.75s_mag_horizontal_mean
w0.75s_mag_horizontal_std
w0.75s_mag_horizontal_min
w0.75s_mag_horizontal_max
w0.75s_mag_horizontal_range
w0.75s_mag_horizontal_rms
w0.75s_mag_horizontal_median
w0.75s_mag_horizontal_mean_abs
w0.75s_mag_horizontal_delta
w0.75s_mag_horizontal_diff_std
w0.75s_mag_vertical_horizontal_rms_ratio
w2s_pitch_mean
w2s_pitch_std
w2s_pitch_min
w2s_pitch_max
w2s_pitch_range
w2s_pitch_rms
w2s_pitch_median
w2s_pitch_mean_abs
w2s_pitch_delta
w2s_pitch_diff_std
w2s_roll_mean
w2s_roll_std
w2s_roll_min
w2s_roll_max
w2s_roll_range
w2s_roll_rms
w2s_roll_median
w2s_roll_mean_abs
w2s_roll_delta
w2s_roll_diff_std
w2s_inclination_mean
w2s_inclination_std
w2s_inclination_min
w2s_inclination_max
w2s_inclination_range
w2s_inclination_rms
w2s_inclination_median
w2s_inclination_mean_abs
w2s_inclination_delta
w2s_inclination_diff_std
w2s_gravity_norm_mean
w2s_gravity_norm_std
w2s_gravity_norm_min
w2s_gravity_norm_max
w2s_gravity_norm_range
w2s_gravity_norm_rms
w2s_gravity_norm_median
w2s_gravity_norm_mean_abs
w2s_gravity_norm_delta
w2s_gravity_norm_diff_std
w2s_gravity_unit_x_mean
w2s_gravity_unit_x_std
w2s_gravity_unit_y_mean
w2s_gravity_unit_y_std
w2s_gravity_unit_z_mean
w2s_gravity_unit_z_std
w2s_gravity_angle_mean
w2s_gravity_angle_std
w2s_gravity_angle_max
w2s_pitch_delta
w2s_roll_delta
w2s_inclination_delta
w2s_acc_vertical_mean
w2s_acc_vertical_std
w2s_acc_vertical_min
w2s_acc_vertical_max
w2s_acc_vertical_range
w2s_acc_vertical_rms
w2s_acc_vertical_median
w2s_acc_vertical_mean_abs
w2s_acc_vertical_delta
w2s_acc_vertical_diff_std
w2s_acc_horizontal_mean
w2s_acc_horizontal_std
w2s_acc_horizontal_min
w2s_acc_horizontal_max
w2s_acc_horizontal_range
w2s_acc_horizontal_rms
w2s_acc_horizontal_median
w2s_acc_horizontal_mean_abs
w2s_acc_horizontal_delta
w2s_acc_horizontal_diff_std
w2s_acc_vertical_horizontal_rms_ratio
w2s_gyro_vertical_mean
w2s_gyro_vertical_std
w2s_gyro_vertical_min
w2s_gyro_vertical_max
w2s_gyro_vertical_range
w2s_gyro_vertical_rms
w2s_gyro_vertical_median
w2s_gyro_vertical_mean_abs
w2s_gyro_vertical_delta
w2s_gyro_vertical_diff_std
w2s_gyro_horizontal_mean
w2s_gyro_horizontal_std
w2s_gyro_horizontal_min
w2s_gyro_horizontal_max
w2s_gyro_horizontal_range
w2s_gyro_horizontal_rms
w2s_gyro_horizontal_median
w2s_gyro_horizontal_mean_abs
w2s_gyro_horizontal_delta
w2s_gyro_horizontal_diff_std
w2s_gyro_vertical_horizontal_rms_ratio
w2s_mag_vertical_mean
w2s_mag_vertical_std
w2s_mag_vertical_min
w2s_mag_vertical_max
w2s_mag_vertical_range
w2s_mag_vertical_rms
w2s_mag_vertical_median
w2s_mag_vertical_mean_abs
w2s_mag_vertical_delta
w2s_mag_vertical_diff_std
w2s_mag_horizontal_mean
w2s_mag_horizontal_std
w2s_mag_horizontal_min
w2s_mag_horizontal_max
w2s_mag_horizontal_range
w2s_mag_horizontal_rms
w2s_mag_horizontal_median
w2s_mag_horizontal_mean_abs
w2s_mag_horizontal_delta
w2s_mag_horizontal_diff_std
w2s_mag_vertical_horizontal_rms_ratio
w4s_pitch_mean
w4s_pitch_std
w4s_pitch_min
w4s_pitch_max
w4s_pitch_range
w4s_pitch_rms
w4s_pitch_median
w4s_pitch_mean_abs
w4s_pitch_delta
w4s_pitch_diff_std
w4s_roll_mean
w4s_roll_std
w4s_roll_min
w4s_roll_max
w4s_roll_range
w4s_roll_rms
w4s_roll_median
w4s_roll_mean_abs
w4s_roll_delta
w4s_roll_diff_std
w4s_inclination_mean
w4s_inclination_std
w4s_inclination_min
w4s_inclination_max
w4s_inclination_range
w4s_inclination_rms
w4s_inclination_median
w4s_inclination_mean_abs
w4s_inclination_delta
w4s_inclination_diff_std
w4s_gravity_norm_mean
w4s_gravity_norm_std
w4s_gravity_norm_min
w4s_gravity_norm_max
w4s_gravity_norm_range
w4s_gravity_norm_rms
w4s_gravity_norm_median
w4s_gravity_norm_mean_abs
w4s_gravity_norm_delta
w4s_gravity_norm_diff_std
w4s_gravity_unit_x_mean
w4s_gravity_unit_x_std
w4s_gravity_unit_y_mean
w4s_gravity_unit_y_std
w4s_gravity_unit_z_mean
w4s_gravity_unit_z_std
w4s_gravity_angle_mean
w4s_gravity_angle_std
w4s_gravity_angle_max
w4s_pitch_delta
w4s_roll_delta
w4s_inclination_delta
w4s_acc_vertical_mean
w4s_acc_vertical_std
w4s_acc_vertical_min
w4s_acc_vertical_max
w4s_acc_vertical_range
w4s_acc_vertical_rms
w4s_acc_vertical_median
w4s_acc_vertical_mean_abs
w4s_acc_vertical_delta
w4s_acc_vertical_diff_std
w4s_acc_horizontal_mean
w4s_acc_horizontal_std
w4s_acc_horizontal_min
w4s_acc_horizontal_max
w4s_acc_horizontal_range
w4s_acc_horizontal_rms
w4s_acc_horizontal_median
w4s_acc_horizontal_mean_abs
w4s_acc_horizontal_delta
w4s_acc_horizontal_diff_std
w4s_acc_vertical_horizontal_rms_ratio
w4s_gyro_vertical_mean
w4s_gyro_vertical_std
w4s_gyro_vertical_min
w4s_gyro_vertical_max
w4s_gyro_vertical_range
w4s_gyro_vertical_rms
w4s_gyro_vertical_median
w4s_gyro_vertical_mean_abs
w4s_gyro_vertical_delta
w4s_gyro_vertical_diff_std
w4s_gyro_horizontal_mean
w4s_gyro_horizontal_std
w4s_gyro_horizontal_min
w4s_gyro_horizontal_max
w4s_gyro_horizontal_range
w4s_gyro_horizontal_rms
w4s_gyro_horizontal_median
w4s_gyro_horizontal_mean_abs
w4s_gyro_horizontal_delta
w4s_gyro_horizontal_diff_std
w4s_gyro_vertical_horizontal_rms_ratio
w4s_mag_vertical_mean
w4s_mag_vertical_std
w4s_mag_vertical_min
w4s_mag_vertical_max
w4s_mag_vertical_range
w4s_mag_vertical_rms
w4s_mag_vertical_median
w4s_mag_vertical_mean_abs
w4s_mag_vertical_delta
w4s_mag_vertical_diff_std
w4s_mag_horizontal_mean
w4s_mag_horizontal_std
w4s_mag_horizontal_min
w4s_mag_horizontal_max
w4s_mag_horizontal_range
w4s_mag_horizontal_rms
w4s_mag_horizontal_median
w4s_mag_horizontal_mean_abs
w4s_mag_horizontal_delta
w4s_mag_horizontal_diff_std
w4s_mag_vertical_horizontal_rms_ratio
