exercise,feature,cohen_d,abs_cohen_d,stable_subject_ratio,stable_effect_score,mean_subject_diff,sensor_group,family,source,description
db_shoulder_press,gyro_norm__range,-0.1274,0.1274,0.75,0.0956,-4.0445,gyro,time,gyro_norm,range of gyro_norm
db_shoulder_press,corr__az__mx,-0.15,0.15,0.625,0.0938,-0.0674,acc_mag,axis_correlation,"az,mx",Correlation between az and mx
db_shoulder_press,axis_mz__high_band_ratio,0.2491,0.2491,0.375,0.0934,0.0044,mag,time_frequency,mz,high_band_ratio of mz
db_shoulder_press,gyro_pca__pca1_var_ratio,-0.1848,0.1848,0.5,0.0924,-0.0185,gyro,pca,gyro_pca,PCA variance ratio
db_shoulder_press,acc_norm__range,0.1827,0.1827,0.5,0.0914,0.0429,acc,time,acc_norm,range of acc_norm
db_shoulder_press,corr__gy__my,-0.1462,0.1462,0.625,0.0914,-0.0263,gyro_mag,axis_correlation,"gy,my",Correlation between gy and my
db_shoulder_press,axis_mz__low_band_ratio,-0.2339,0.2339,0.375,0.0877,-0.0139,mag,time_frequency,mz,low_band_ratio of mz
db_shoulder_press,all9_norm__mid_band_ratio,-0.1159,0.1159,0.75,0.0869,-0.0044,all9,time_frequency,all9_norm,mid_band_ratio of all9_norm
db_shoulder_press,corr__ax__az,-0.1729,0.1729,0.5,0.0864,-0.064,acc,axis_correlation,"ax,az",Correlation between ax and az
db_shoulder_press,axis_mz__rms,-0.1146,0.1146,0.75,0.086,-2.5193,mag,time,mz,rms of mz
db_shoulder_press,axis_mz__mid_band_ratio,0.2211,0.2211,0.375,0.0829,0.0096,mag,time_frequency,mz,mid_band_ratio of mz
db_shoulder_press,axis_gx__max,0.1092,0.1092,0.75,0.0819,2.1641,gyro,time,gx,max of gx
db_shoulder_press,gyro_norm__min,-0.1308,0.1308,0.625,0.0818,-0.2716,gyro,time,gyro_norm,min of gyro_norm
db_shoulder_press,corr__gx__mz,0.1066,0.1066,0.75,0.0799,0.0184,gyro_mag,axis_correlation,"gx,mz",Correlation between gx and mz
db_shoulder_press,gyro_pca__dominant_axis_var_share,0.1057,0.1057,0.75,0.0793,0.0081,gyro,pca,gyro_pca,Dominant axis variance share
db_shoulder_press,axis_az__range,-0.1261,0.1261,0.625,0.0788,-0.0295,acc,time,az,range of az
db_shoulder_press,axis_gx__haar_l1_energy_ratio,0.1556,0.1556,0.5,0.0778,0.0057,gyro,wavelet,gx,haar_l1_energy_ratio of gx
db_shoulder_press,all9_norm__median,-0.123,0.123,0.625,0.0769,-2.3087,all9,time,all9_norm,median of all9_norm
db_shoulder_press,axis_gz__haar_l1_energy_ratio,-0.0979,0.0979,0.75,0.0734,-0.001,gyro,wavelet,gz,haar_l1_energy_ratio of gz
db_shoulder_press,axis_az__haar_l4_energy_ratio,-0.1446,0.1446,0.5,0.0723,-0.0029,acc,wavelet,az,haar_l4_energy_ratio of az
db_shoulder_press,axis_gz__high_band_ratio,0.0964,0.0964,0.75,0.0723,0.0004,gyro,time_frequency,gz,high_band_ratio of gz
db_shoulder_press,all9_norm__rms,-0.1104,0.1104,0.625,0.069,-2.0637,all9,time,all9_norm,rms of all9_norm
db_shoulder_press,gyro_norm__haar_l2_energy_ratio,0.1089,0.1089,0.625,0.068,0.0012,gyro,wavelet,gyro_norm,haar_l2_energy_ratio of gyro_norm
db_shoulder_press,axis_gx__haar_l3_energy_ratio,-0.1066,0.1066,0.625,0.0666,-0.0062,gyro,wavelet,gx,haar_l3_energy_ratio of gx
db_shoulder_press,axis_mx__spectral_entropy,0.1051,0.1051,0.625,0.0657,0.0133,mag,time_frequency,mx,spectral_entropy of mx
db_shoulder_press,corr__gx__my,-0.1313,0.1313,0.5,0.0657,-0.0267,gyro_mag,axis_correlation,"gx,my",Correlation between gx and my
db_shoulder_press,acc_norm__iqr,-0.1027,0.1027,0.625,0.0642,-0.0055,acc,time,acc_norm,iqr of acc_norm
db_shoulder_press,mag_norm__dominant_freq_ratio,0.169,0.169,0.375,0.0634,0.0036,mag,time_frequency,mag_norm,dominant_freq_ratio of mag_norm
db_shoulder_press,all9_norm__dominant_freq_ratio,-0.0725,0.0725,0.875,0.0634,-0.0006,all9,time_frequency,all9_norm,dominant_freq_ratio of all9_norm
db_shoulder_press,corr__gz__mz,-0.1014,0.1014,0.625,0.0634,-0.0216,gyro_mag,axis_correlation,"gz,mz",Correlation between gz and mz
db_shoulder_press,axis_gx__energy_mean,0.0833,0.0833,0.75,0.0625,22.7638,gyro,time,gx,energy_mean of gx
db_shoulder_press,gyro_norm__dominant_freq_ratio,-0.0991,0.0991,0.625,0.0619,-0.0005,gyro,time_frequency,gyro_norm,dominant_freq_ratio of gyro_norm
db_shoulder_press,axis_mz__abs_mean,-0.098,0.098,0.625,0.0612,-2.1738,mag,time,mz,abs_mean of mz
db_shoulder_press,axis_gz__dominant_freq_ratio,0.0809,0.0809,0.75,0.0607,0.0004,gyro,time_frequency,gz,dominant_freq_ratio of gz
db_shoulder_press,axis_mx__zero_crossing_rate,-0.1197,0.1197,0.5,0.0599,-0.0026,mag,time,mx,zero_crossing_rate of mx
db_shoulder_press,axis_az__haar_l3_energy_ratio,-0.0928,0.0928,0.625,0.058,-0.0036,acc,wavelet,az,haar_l3_energy_ratio of az
db_shoulder_press,axis_ay__haar_l1_energy_ratio,0.09,0.09,0.625,0.0562,0.0048,acc,wavelet,ay,haar_l1_energy_ratio of ay
db_shoulder_press,all9_norm__slope,0.0891,0.0891,0.625,0.0557,0.5973,all9,time,all9_norm,slope of all9_norm
db_shoulder_press,axis_gy__skewness,-0.0874,0.0874,0.625,0.0546,-0.0581,gyro,time,gy,skewness of gy
db_shoulder_press,axis_ax__haar_l1_energy_ratio,0.1085,0.1085,0.5,0.0542,0.0001,acc,wavelet,ax,haar_l1_energy_ratio of ax
db_shoulder_press,axis_my__energy_mean,0.0865,0.0865,0.625,0.0541,47.9993,mag,time,my,energy_mean of my
db_shoulder_press,axis_mx__kurtosis,0.105,0.105,0.5,0.0525,0.0677,mag,time,mx,kurtosis of mx
db_shoulder_press,axis_az__slope,0.1044,0.1044,0.5,0.0522,0.0103,acc,time,az,slope of az
db_shoulder_press,gyro_norm__haar_l1_energy_ratio,0.1034,0.1034,0.5,0.0517,0.0007,gyro,wavelet,gyro_norm,haar_l1_energy_ratio of gyro_norm
db_shoulder_press,axis_gz__zero_crossing_rate,0.1,0.1,0.5,0.05,0.0046,gyro,time,gz,zero_crossing_rate of gz
db_shoulder_press,corr__az__gx,-0.1323,0.1323,0.375,0.0496,-0.0282,acc_gyro,axis_correlation,"az,gx",Correlation between az and gx
db_shoulder_press,all9_norm__mean,-0.0782,0.0782,0.625,0.0489,-1.3787,all9,time,all9_norm,mean of all9_norm
db_shoulder_press,all9_norm__abs_mean,-0.0782,0.0782,0.625,0.0489,-1.3787,all9,time,all9_norm,abs_mean of all9_norm
db_shoulder_press,corr__az__gz,0.0745,0.0745,0.625,0.0465,0.0111,acc_gyro,axis_correlation,"az,gz",Correlation between az and gz
db_shoulder_press,corr__gx__gy,-0.0737,0.0737,0.625,0.046,-0.0234,gyro,axis_correlation,"gx,gy",Correlation between gx and gy
db_shoulder_press,axis_gy__median,0.0732,0.0732,0.625,0.0458,0.4076,gyro,time,gy,median of gy
db_shoulder_press,all9_norm__max,-0.0899,0.0899,0.5,0.0449,-2.5389,all9,time,all9_norm,max of all9_norm
db_shoulder_press,all9_norm__diff_rms,0.1147,0.1147,0.375,0.043,0.1573,all9,time,all9_norm,diff_rms of all9_norm
db_shoulder_press,axis_gx__haar_l2_energy_ratio,0.0844,0.0844,0.5,0.0422,0.0083,gyro,wavelet,gx,haar_l2_energy_ratio of gx
db_shoulder_press,all9_norm__haar_l3_energy_ratio,-0.0554,0.0554,0.75,0.0416,-0.0001,all9,wavelet,all9_norm,haar_l3_energy_ratio of all9_norm
db_shoulder_press,axis_gy__mean,0.0536,0.0536,0.75,0.0402,0.2212,gyro,time,gy,mean of gy
db_shoulder_press,corr__ax__gx,0.1059,0.1059,0.375,0.0397,0.0243,acc_gyro,axis_correlation,"ax,gx",Correlation between ax and gx
db_shoulder_press,axis_az__haar_l2_energy_ratio,0.0784,0.0784,0.5,0.0392,0.0078,acc,wavelet,az,haar_l2_energy_ratio of az
db_shoulder_press,corr__ay__gy,0.0609,0.0609,0.625,0.038,0.0091,acc_gyro,axis_correlation,"ay,gy",Correlation between ay and gy
db_shoulder_press,axis_gy__low_band_ratio,-0.0593,0.0593,0.625,0.0371,-0.0006,gyro,time_frequency,gy,low_band_ratio of gy
db_shoulder_press,axis_gx__kurtosis,-0.0715,0.0715,0.5,0.0357,-0.1114,gyro,time,gx,kurtosis of gx
db_shoulder_press,axis_mz__dominant_freq_ratio,-0.0472,0.0472,0.75,0.0354,-0.0009,mag,time_frequency,mz,dominant_freq_ratio of mz
db_shoulder_press,corr__ay__gz,-0.0453,0.0453,0.75,0.034,-0.006,acc_gyro,axis_correlation,"ay,gz",Correlation between ay and gz
db_shoulder_press,all9_pca__pca3_var_ratio,-0.0655,0.0655,0.5,0.0328,-0.002,all9,pca,all9_pca,PCA variance ratio
db_shoulder_press,axis_my__skewness,-0.0647,0.0647,0.5,0.0324,-0.0219,mag,time,my,skewness of my
db_shoulder_press,gyro_norm__haar_l3_energy_ratio,0.0857,0.0857,0.375,0.0321,0.0009,gyro,wavelet,gyro_norm,haar_l3_energy_ratio of gyro_norm
db_shoulder_press,gyro_norm__mid_band_ratio,-0.0421,0.0421,0.75,0.0316,-0.001,gyro,time_frequency,gyro_norm,mid_band_ratio of gyro_norm
db_shoulder_press,acc_norm__kurtosis,0.0479,0.0479,0.625,0.0299,0.1469,acc,time,acc_norm,kurtosis of acc_norm
db_shoulder_press,corr__ax__my,0.0581,0.0581,0.5,0.029,0.021,acc_mag,axis_correlation,"ax,my",Correlation between ax and my
db_shoulder_press,all9_norm__diff_abs_mean,0.0766,0.0766,0.375,0.0287,0.0691,all9,time,all9_norm,diff_abs_mean of all9_norm
db_shoulder_press,axis_gz__haar_l4_energy_ratio,0.0764,0.0764,0.375,0.0286,0.0031,gyro,wavelet,gz,haar_l4_energy_ratio of gz
db_shoulder_press,axis_ay__haar_l4_energy_ratio,-0.075,0.075,0.375,0.0281,-0.0013,acc,wavelet,ay,haar_l4_energy_ratio of ay
db_shoulder_press,corr__ay__mz,0.0559,0.0559,0.5,0.0279,0.0237,acc_mag,axis_correlation,"ay,mz",Correlation between ay and mz
db_shoulder_press,axis_my__kurtosis,0.042,0.042,0.625,0.0263,0.0125,mag,time,my,kurtosis of my
db_shoulder_press,corr__az__my,0.0482,0.0482,0.5,0.0241,0.0174,acc_mag,axis_correlation,"az,my",Correlation between az and my
db_shoulder_press,axis_gy__haar_l2_energy_ratio,0.0465,0.0465,0.5,0.0233,0.0016,gyro,wavelet,gy,haar_l2_energy_ratio of gy
db_shoulder_press,axis_mz__energy_mean,-0.03,0.03,0.75,0.0225,-49.974,mag,time,mz,energy_mean of mz
db_shoulder_press,axis_gx__zero_crossing_rate,0.0413,0.0413,0.5,0.0207,0.0029,gyro,time,gx,zero_crossing_rate of gx
db_shoulder_press,all9_pca__dominant_axis_var_share,-0.0253,0.0253,0.75,0.019,-0.0016,all9,pca,all9_pca,Dominant axis variance share
db_shoulder_press,axis_mz__skewness,-0.0376,0.0376,0.5,0.0188,-0.0107,mag,time,mz,skewness of mz
db_shoulder_press,axis_gz__median,-0.0342,0.0342,0.5,0.0171,-0.1759,gyro,time,gz,median of gz
db_shoulder_press,axis_gx__spectral_entropy,0.0329,0.0329,0.5,0.0164,0.0061,gyro,time_frequency,gx,spectral_entropy of gx
db_shoulder_press,axis_ay__haar_l2_energy_ratio,0.0319,0.0319,0.5,0.0159,0.0026,acc,wavelet,ay,haar_l2_energy_ratio of ay
db_shoulder_press,corr__az__gy,-0.0313,0.0313,0.5,0.0157,-0.0006,acc_gyro,axis_correlation,"az,gy",Correlation between az and gy
db_shoulder_press,axis_az__haar_l1_energy_ratio,0.0395,0.0395,0.375,0.0148,0.0042,acc,wavelet,az,haar_l1_energy_ratio of az
db_shoulder_press,corr__ay__gx,0.0225,0.0225,0.625,0.014,0.002,acc_gyro,axis_correlation,"ay,gx",Correlation between ay and gx
db_shoulder_press,axis_gz__mean,-0.0369,0.0369,0.375,0.0138,-0.1236,gyro,time,gz,mean of gz
db_shoulder_press,axis_gz__low_band_ratio,-0.0272,0.0272,0.5,0.0136,-0.0012,gyro,time_frequency,gz,low_band_ratio of gz
db_shoulder_press,mag_pca__pca1_var_ratio,-0.0262,0.0262,0.5,0.0131,-0.0025,mag,pca,mag_pca,PCA variance ratio
db_shoulder_press,all9_norm__haar_l1_energy_ratio,-0.0204,0.0204,0.625,0.0127,-0.0,all9,wavelet,all9_norm,haar_l1_energy_ratio of all9_norm
db_shoulder_press,corr__gx__mx,0.0238,0.0238,0.5,0.0119,0.0085,gyro_mag,axis_correlation,"gx,mx",Correlation between gx and mx
db_shoulder_press,acc_norm__skewness,-0.0235,0.0235,0.5,0.0117,-0.0173,acc,time,acc_norm,skewness of acc_norm
db_shoulder_press,axis_gy__mid_band_ratio,0.0289,0.0289,0.375,0.0109,0.0003,gyro,time_frequency,gy,mid_band_ratio of gy
db_shoulder_press,rep_duration_samples,0.0213,0.0213,0.5,0.0106,2.5392,temporal,temporal,rep_duration,Ground-truth rep duration in samples
db_shoulder_press,all9_pca__pca2_var_ratio,0.0281,0.0281,0.375,0.0105,0.0015,all9,pca,all9_pca,PCA variance ratio
db_shoulder_press,axis_mx__dominant_freq_ratio,-0.0169,0.0169,0.5,0.0085,-0.0,mag,time_frequency,mx,dominant_freq_ratio of mx
db_shoulder_press,acc_norm__std,0.0162,0.0162,0.5,0.0081,0.001,acc,time,acc_norm,std of acc_norm
db_shoulder_press,axis_gz__range,-0.0204,0.0204,0.375,0.0076,-0.074,gyro,time,gz,range of gz
db_shoulder_press,axis_ax__haar_l2_energy_ratio,0.025,0.025,0.25,0.0063,0.0001,acc,wavelet,ax,haar_l2_energy_ratio of ax
db_shoulder_press,axis_gz__mid_band_ratio,0.0122,0.0122,0.5,0.0061,0.0008,gyro,time_frequency,gz,mid_band_ratio of gz
db_shoulder_press,all9_norm__haar_l2_energy_ratio,0.0219,0.0219,0.25,0.0055,0.0,all9,wavelet,all9_norm,haar_l2_energy_ratio of all9_norm
db_shoulder_press,axis_gz__slope,-0.0092,0.0092,0.5,0.0046,0.0058,gyro,time,gz,slope of gz
db_shoulder_press,axis_mz__diff_rms,0.0111,0.0111,0.375,0.0042,-0.0043,mag,time,mz,diff_rms of mz
db_shoulder_press,axis_ay__range,0.0078,0.0078,0.5,0.0039,0.0106,acc,time,ay,range of ay
db_shoulder_press,gyro_norm__low_band_ratio,0.006,0.006,0.625,0.0037,-0.0002,gyro,time_frequency,gyro_norm,low_band_ratio of gyro_norm
db_shoulder_press,axis_gy__haar_l1_energy_ratio,0.0053,0.0053,0.5,0.0026,0.0002,gyro,wavelet,gy,haar_l1_energy_ratio of gy
db_shoulder_press,axis_ay__kurtosis,0.0039,0.0039,0.625,0.0024,0.0053,acc,time,ay,kurtosis of ay
db_shoulder_press,axis_mz__diff_abs_mean,-0.0006,0.0006,0.75,0.0004,-0.0053,mag,time,mz,diff_abs_mean of mz
db_squat,axis_az__mean,2.6384,2.6384,1.0,2.6384,0.5991,acc,time,az,mean of az
db_squat,axis_az__median,2.5289,2.5289,1.0,2.5289,0.5948,acc,time,az,median of az
db_squat,axis_az__min,2.47,2.47,1.0,2.47,0.7189,acc,time,az,min of az
db_squat,axis_az__max,2.382,2.382,1.0,2.382,0.5079,acc,time,az,max of az
db_squat,corr__ax__gz,-1.8193,1.8193,1.0,1.8193,-0.3516,acc_gyro,axis_correlation,"ax,gz",Correlation between ax and gz
db_squat,axis_az__abs_mean,1.713,1.713,1.0,1.713,0.2734,acc,time,az,abs_mean of az
db_squat,axis_gy__spectral_entropy,1.5799,1.5799,1.0,1.5799,0.2093,gyro,time_frequency,gy,spectral_entropy of gy
db_squat,acc_norm__median,-1.5327,1.5327,1.0,1.5327,-0.0807,acc,time,acc_norm,median of acc_norm
db_squat,axis_az__rms,1.512,1.512,1.0,1.512,0.2507,acc,time,az,rms of az
db_squat,axis_ax__energy_mean,-1.4672,1.4672,1.0,1.4672,-0.3287,acc,time,ax,energy_mean of ax
db_squat,axis_gy__haar_l4_energy_ratio,1.4498,1.4498,1.0,1.4498,0.0977,gyro,wavelet,gy,haar_l4_energy_ratio of gy
db_squat,corr__ay__mz,1.4387,1.4387,1.0,1.4387,0.5247,acc_mag,axis_correlation,"ay,mz",Correlation between ay and mz
db_squat,axis_gy__haar_l3_energy_ratio,1.4232,1.4232,1.0,1.4232,0.0709,gyro,wavelet,gy,haar_l3_energy_ratio of gy
db_squat,acc_norm__mean,-1.4216,1.4216,1.0,1.4216,-0.0686,acc,time,acc_norm,mean of acc_norm
db_squat,acc_norm__abs_mean,-1.4216,1.4216,1.0,1.4216,-0.0686,acc,time,acc_norm,abs_mean of acc_norm
db_squat,axis_ay__min,1.4007,1.4007,1.0,1.4007,0.3651,acc,time,ay,min of ay
db_squat,axis_ax__rms,-1.4,1.4,1.0,1.4,-0.2001,acc,time,ax,rms of ax
db_squat,acc_norm__rms,-1.3184,1.3184,1.0,1.3184,-0.0644,acc,time,acc_norm,rms of acc_norm
db_squat,acc_norm__energy_mean,-1.311,1.311,1.0,1.311,-0.1294,acc,time,acc_norm,energy_mean of acc_norm
db_squat,axis_az__energy_mean,1.28,1.28,1.0,1.28,0.1826,acc,time,az,energy_mean of az
db_squat,corr__gx__gz,-1.2796,1.2796,1.0,1.2796,-0.4136,gyro,axis_correlation,"gx,gz",Correlation between gx and gz
db_squat,axis_az__haar_l2_energy_ratio,-1.1981,1.1981,1.0,1.1981,-0.0632,acc,wavelet,az,haar_l2_energy_ratio of az
db_squat,axis_az__haar_l1_energy_ratio,-1.182,1.182,1.0,1.182,-0.054,acc,wavelet,az,haar_l1_energy_ratio of az
db_squat,axis_az__haar_l3_energy_ratio,-1.1804,1.1804,1.0,1.1804,-0.0423,acc,wavelet,az,haar_l3_energy_ratio of az
db_squat,axis_gy__zero_crossing_rate,1.1728,1.1728,1.0,1.1728,0.0408,gyro,time,gy,zero_crossing_rate of gy
db_squat,axis_ax__abs_mean,-1.1688,1.1688,1.0,1.1688,-0.1849,acc,time,ax,abs_mean of ax
db_squat,axis_az__haar_l4_energy_ratio,-1.1587,1.1587,1.0,1.1587,-0.0201,acc,wavelet,az,haar_l4_energy_ratio of az
db_squat,axis_ax__min,1.1324,1.1324,1.0,1.1324,0.6922,acc,time,ax,min of ax
db_squat,axis_gy__max,-1.0633,1.0633,1.0,1.0633,-26.9364,gyro,time,gy,max of gy
db_squat,axis_gy__range,-1.0619,1.0619,1.0,1.0619,-50.2773,gyro,time,gy,range of gy
db_squat,axis_ay__mean,1.1762,1.1762,0.875,1.0292,0.3168,acc,time,ay,mean of ay
db_squat,axis_ay__median,1.1481,1.1481,0.875,1.0046,0.3094,acc,time,ay,median of ay
db_squat,axis_gy__std,-0.9982,0.9982,1.0,0.9982,-15.3306,gyro,time,gy,std of gy
db_squat,axis_gy__rms,-0.9953,0.9953,1.0,0.9953,-15.5436,gyro,time,gy,rms of gy
db_squat,corr__az__gz,-0.9942,0.9942,1.0,0.9942,-0.1762,acc_gyro,axis_correlation,"az,gz",Correlation between az and gz
db_squat,axis_gy__min,0.9664,0.9664,1.0,0.9664,23.3408,gyro,time,gy,min of gy
db_squat,axis_gy__abs_mean,-0.9642,0.9642,1.0,0.9642,-13.3871,gyro,time,gy,abs_mean of gy
db_squat,axis_az__range,-0.9581,0.9581,1.0,0.9581,-0.2109,acc,time,az,range of az
db_squat,axis_gy__haar_l2_energy_ratio,0.958,0.958,1.0,0.958,0.0395,gyro,wavelet,gy,haar_l2_energy_ratio of gy
db_squat,axis_mx__range,-0.9329,0.9329,1.0,0.9329,-10.1988,mag,time,mx,range of mx
db_squat,axis_az__std,-0.9311,0.9311,1.0,0.9311,-0.0589,acc,time,az,std of az
db_squat,axis_ax__range,-0.9081,0.9081,1.0,0.9081,-0.3345,acc,time,ax,range of ax
db_squat,axis_az__iqr,-0.9017,0.9017,1.0,0.9017,-0.1128,acc,time,az,iqr of az
db_squat,axis_gy__iqr,-0.8967,0.8967,1.0,0.8967,-26.2457,gyro,time,gy,iqr of gy
db_squat,axis_mx__std,-0.8916,0.8916,1.0,0.8916,-3.5266,mag,time,mx,std of mx
db_squat,axis_gz__skewness,0.8909,0.8909,1.0,0.8909,0.4708,gyro,time,gz,skewness of gz
db_squat,axis_ax__mean,0.8836,0.8836,1.0,0.8836,0.5186,acc,time,ax,mean of ax
db_squat,axis_gy__haar_l1_energy_ratio,0.883,0.883,1.0,0.883,0.0126,gyro,wavelet,gy,haar_l1_energy_ratio of gy
db_squat,gyro_norm__std,-0.8612,0.8612,1.0,0.8612,-7.7775,gyro,time,gyro_norm,std of gyro_norm
db_squat,axis_ax__median,0.851,0.851,1.0,0.851,0.5078,acc,time,ax,median of ax
db_squat,gyro_norm__rms,-0.8434,0.8434,1.0,0.8434,-16.3986,gyro,time,gyro_norm,rms of gyro_norm
db_squat,axis_ay__haar_l2_energy_ratio,-0.8285,0.8285,1.0,0.8285,-0.0395,acc,wavelet,ay,haar_l2_energy_ratio of ay
db_squat,gyro_norm__mean,-0.8282,0.8282,1.0,0.8282,-14.3687,gyro,time,gyro_norm,mean of gyro_norm
db_squat,gyro_norm__abs_mean,-0.8282,0.8282,1.0,0.8282,-14.3687,gyro,time,gyro_norm,abs_mean of gyro_norm
db_squat,gyro_norm__max,-0.8277,0.8277,1.0,0.8277,-29.4041,gyro,time,gyro_norm,max of gyro_norm
db_squat,gyro_norm__range,-0.8262,0.8262,1.0,0.8262,-28.526,gyro,time,gyro_norm,range of gyro_norm
db_squat,gyro_norm__iqr,-0.822,0.822,1.0,0.822,-12.4364,gyro,time,gyro_norm,iqr of gyro_norm
db_squat,axis_ay__haar_l1_energy_ratio,-0.8214,0.8214,1.0,0.8214,-0.0314,acc,wavelet,ay,haar_l1_energy_ratio of ay
db_squat,corr__ay__mx,-0.9286,0.9286,0.875,0.8125,-0.4183,acc_mag,axis_correlation,"ay,mx",Correlation between ay and mx
db_squat,corr__ax__az,0.8104,0.8104,1.0,0.8104,0.2832,acc,axis_correlation,"ax,az",Correlation between ax and az
db_squat,gyro_norm__median,-0.8005,0.8005,1.0,0.8005,-14.7536,gyro,time,gyro_norm,median of gyro_norm
db_squat,gyro_norm__haar_l4_energy_ratio,0.798,0.798,1.0,0.798,0.0094,gyro,wavelet,gyro_norm,haar_l4_energy_ratio of gyro_norm
db_squat,axis_mx__diff_abs_mean,-0.7829,0.7829,1.0,0.7829,-0.0489,mag,time,mx,diff_abs_mean of mx
db_squat,axis_mx__diff_rms,-0.7674,0.7674,1.0,0.7674,-0.0791,mag,time,mx,diff_rms of mx
db_squat,axis_ax__std,-0.7528,0.7528,1.0,0.7528,-0.1061,acc,time,ax,std of ax
db_squat,gyro_norm__spectral_entropy,0.8567,0.8567,0.875,0.7496,0.1101,gyro,time_frequency,gyro_norm,spectral_entropy of gyro_norm
db_squat,axis_mx__iqr,-0.8551,0.8551,0.875,0.7482,-6.6205,mag,time,mx,iqr of mx
db_squat,all9_norm__max,-0.7469,0.7469,1.0,0.7469,-25.8983,all9,time,all9_norm,max of all9_norm
db_squat,axis_my__min,0.8529,0.8529,0.875,0.7463,20.4473,mag,time,my,min of my
db_squat,axis_gz__min,0.7393,0.7393,1.0,0.7393,15.7886,gyro,time,gz,min of gz
db_squat,corr__mx__my,0.7352,0.7352,1.0,0.7352,0.3653,mag,axis_correlation,"mx,my",Correlation between mx and my
db_squat,all9_norm__std,-0.7286,0.7286,1.0,0.7286,-5.5947,all9,time,all9_norm,std of all9_norm
db_squat,axis_ay__haar_l3_energy_ratio,-0.7204,0.7204,1.0,0.7204,-0.024,acc,wavelet,ay,haar_l3_energy_ratio of ay
db_squat,axis_mx__max,-0.9585,0.9585,0.75,0.7188,-21.7217,mag,time,mx,max of mx
db_squat,all9_norm__range,-0.7018,0.7018,1.0,0.7018,-20.6616,all9,time,all9_norm,range of all9_norm
db_squat,axis_ax__iqr,-0.6961,0.6961,1.0,0.6961,-0.2115,acc,time,ax,iqr of ax
db_squat,all9_norm__iqr,-0.6847,0.6847,1.0,0.6847,-8.7999,all9,time,all9_norm,iqr of all9_norm
db_squat,axis_gy__energy_mean,-0.6769,0.6769,1.0,0.6769,-932.3631,gyro,time,gy,energy_mean of gy
db_squat,axis_my__mean,0.7716,0.7716,0.875,0.6752,17.9485,mag,time,my,mean of my
db_squat,axis_my__median,0.768,0.768,0.875,0.672,18.0481,mag,time,my,median of my
db_squat,axis_ay__high_band_ratio,-0.7577,0.7577,0.875,0.663,-0.0241,acc,time_frequency,ay,high_band_ratio of ay
db_squat,gyro_norm__energy_mean,-0.6626,0.6626,1.0,0.6626,-1489.1262,gyro,time,gyro_norm,energy_mean of gyro_norm
db_squat,axis_az__diff_abs_mean,-0.7528,0.7528,0.875,0.6587,-0.0087,acc,time,az,diff_abs_mean of az
db_squat,axis_az__diff_rms,-0.7475,0.7475,0.875,0.6541,-0.0155,acc,time,az,diff_rms of az
db_squat,axis_ay__spectral_entropy,-0.7282,0.7282,0.875,0.6372,-0.1545,acc,time_frequency,ay,spectral_entropy of ay
db_squat,axis_ay__max,0.8352,0.8352,0.75,0.6264,0.2957,acc,time,ay,max of ay
db_squat,axis_ax__diff_rms,-0.8212,0.8212,0.75,0.6159,-0.0111,acc,time,ax,diff_rms of ax
db_squat,axis_ax__diff_abs_mean,-0.8188,0.8188,0.75,0.6141,-0.0056,acc,time,ax,diff_abs_mean of ax
db_squat,axis_ay__low_band_ratio,0.6819,0.6819,0.875,0.5966,0.0743,acc,time_frequency,ay,low_band_ratio of ay
db_squat,axis_ax__max,0.5921,0.5921,1.0,0.5921,0.3578,acc,time,ax,max of ax
db_squat,all9_norm__energy_mean,-0.5774,0.5774,1.0,0.5774,-2081.1703,all9,time,all9_norm,energy_mean of all9_norm
db_squat,axis_my__max,0.6562,0.6562,0.875,0.5742,15.4745,mag,time,my,max of my
db_squat,axis_my__rms,-0.8892,0.8892,0.625,0.5557,-9.3103,mag,time,my,rms of my
db_squat,corr__ay__az,0.6238,0.6238,0.875,0.5458,0.2644,acc,axis_correlation,"ay,az",Correlation between ay and az
db_squat,axis_my__energy_mean,-0.8715,0.8715,0.625,0.5447,-430.5063,mag,time,my,energy_mean of my
db_squat,axis_ay__mid_band_ratio,-0.6207,0.6207,0.875,0.5431,-0.0502,acc,time_frequency,ay,mid_band_ratio of ay
db_squat,acc_norm__min,-0.6204,0.6204,0.875,0.5428,-0.0666,acc,time,acc_norm,min of acc_norm
db_squat,corr__ax__gy,0.6185,0.6185,0.875,0.5412,0.1196,acc_gyro,axis_correlation,"ax,gy",Correlation between ax and gy
db_squat,acc_norm__spectral_entropy,-0.7214,0.7214,0.75,0.5411,-0.1132,acc,time_frequency,acc_norm,spectral_entropy of acc_norm
db_squat,axis_my__abs_mean,-0.8585,0.8585,0.625,0.5366,-9.1996,mag,time,my,abs_mean of my
db_squat,axis_gz__median,-0.5324,0.5324,1.0,0.5324,-2.7919,gyro,time,gz,median of gz
db_squat,all9_norm__rms,-0.6037,0.6037,0.875,0.5283,-14.4195,all9,time,all9_norm,rms of all9_norm
db_squat,axis_gz__std,-0.6023,0.6023,0.875,0.527,-7.6844,gyro,time,gz,std of gz
db_squat,axis_mz__std,-0.5256,0.5256,1.0,0.5256,-1.5017,mag,time,mz,std of mz
db_squat,axis_ay__zero_crossing_rate,-0.5951,0.5951,0.875,0.5207,-0.0424,acc,time,ay,zero_crossing_rate of ay
