fold,feature,fold_rf_importance,fold_rank,is_top_20
2,axis_ay__haar_l3_energy_ratio,0.0006111633008580326,236.0,False
2,axis_ay__haar_l4_energy_ratio,0.0002742172483613288,288.0,False
2,axis_az__mean,0.00970100490666059,25.0,False
2,axis_az__std,0.002151266560411899,123.0,False
2,axis_az__median,0.010709195418317514,21.0,False
2,axis_az__min,0.012247865439099,14.0,True
2,axis_az__max,0.008574930117558359,28.0,False
2,axis_az__range,0.0019223476989241432,131.0,False
2,axis_az__iqr,0.0027615870480635542,104.0,False
2,axis_az__rms,0.0027396676352888162,105.0,False
2,axis_az__energy_mean,0.0033172960887103992,95.0,False
2,axis_az__abs_mean,0.0029667607111127535,99.0,False
2,axis_az__diff_abs_mean,0.00047329872139489617,248.0,False
2,axis_az__diff_rms,0.0009789925041160173,195.0,False
2,axis_az__slope,0.0002698555237985572,290.0,False
2,axis_az__zero_crossing_rate,0.000699450147619898,226.0,False
2,axis_az__skewness,0.00041219014628243446,255.0,False
2,axis_az__kurtosis,0.00023798719191818276,303.0,False
2,axis_az__dominant_freq_ratio,0.0002513065222265974,298.0,False
2,axis_az__spectral_entropy,0.0008495187607872384,204.0,False
2,axis_az__low_band_ratio,0.0010725333758119658,188.0,False
2,axis_az__mid_band_ratio,0.0013482695214344146,167.0,False
2,axis_az__high_band_ratio,0.0014158079155211078,161.0,False
2,axis_az__haar_l1_energy_ratio,0.0024763799138694045,110.0,False
2,axis_az__haar_l2_energy_ratio,0.005251400184124066,61.0,False
2,axis_az__haar_l3_energy_ratio,0.005629452493205155,53.0,False
2,axis_az__haar_l4_energy_ratio,0.00498805362705817,63.0,False
2,axis_gx__mean,5.603989170885776e-05,367.0,False
2,axis_gx__std,0.002458966345530781,112.0,False
2,axis_gx__median,0.00010846580917000785,337.0,False
2,axis_gx__min,0.001048901623209278,189.0,False
2,axis_gx__max,0.000223987442168444,308.0,False
2,axis_gx__range,0.00142032619479081,159.0,False
2,axis_gx__iqr,0.0002965816850789296,282.0,False
